id,type,node_1,node_2,direction,ele_side,element_id,story,ele_direction
1,rotational,6325,6000,primary,1,1,1,x
2,rotational,6326,6084,primary,2,1,1,x
3,rotational,6327,6085,primary,1,2,1,x
4,rotational,6328,6087,primary,2,2,1,x
5,rotational,6329,6003,primary,1,3,1,x
6,rotational,6330,6086,primary,2,3,1,x
7,rotational,6331,6088,primary,1,4,1,x
8,rotational,6332,6090,primary,2,4,1,x
9,rotational,6333,6005,primary,1,5,1,x
10,rotational,6334,6089,primary,2,5,1,x
11,rotational,6335,6091,primary,1,6,1,x
12,rotational,6336,6093,primary,2,6,1,x
13,rotational,6337,6007,primary,1,7,1,x
14,rotational,6338,6092,primary,2,7,1,x
15,rotational,6339,6001,primary,1,8,2,x
16,rotational,6340,6094,primary,2,8,2,x
17,rotational,6341,6095,primary,1,9,2,x
18,rotational,6342,6097,primary,2,9,2,x
19,rotational,6343,6002,primary,1,10,2,x
20,rotational,6344,6096,primary,2,10,2,x
21,rotational,6345,6098,primary,1,11,2,x
22,rotational,6346,6100,primary,2,11,2,x
23,rotational,6347,6004,primary,1,12,2,x
24,rotational,6348,6099,primary,2,12,2,x
25,rotational,6349,6101,primary,1,13,2,x
26,rotational,6350,6103,primary,2,13,2,x
27,rotational,6351,6006,primary,1,14,2,x
28,rotational,6352,6102,primary,2,14,2,x
29,rotational,6353,6008,primary,1,15,3,x
30,rotational,6354,6104,primary,2,15,3,x
31,rotational,6355,6105,primary,1,16,3,x
32,rotational,6356,6107,primary,2,16,3,x
33,rotational,6357,6009,primary,1,17,3,x
34,rotational,6358,6106,primary,2,17,3,x
35,rotational,6359,6108,primary,1,18,3,x
36,rotational,6360,6110,primary,2,18,3,x
37,rotational,6361,6010,primary,1,19,3,x
38,rotational,6362,6109,primary,2,19,3,x
39,rotational,6363,6111,primary,1,20,3,x
40,rotational,6364,6113,primary,2,20,3,x
41,rotational,6365,6011,primary,1,21,3,x
42,rotational,6366,6112,primary,2,21,3,x
43,rotational,6367,6012,primary,1,22,4,x
44,rotational,6368,6114,primary,2,22,4,x
45,rotational,6369,6115,primary,1,23,4,x
46,rotational,6370,6117,primary,2,23,4,x
47,rotational,6371,6013,primary,1,24,4,x
48,rotational,6372,6116,primary,2,24,4,x
49,rotational,6373,6118,primary,1,25,4,x
50,rotational,6374,6120,primary,2,25,4,x
51,rotational,6375,6014,primary,1,26,4,x
52,rotational,6376,6119,primary,2,26,4,x
53,rotational,6377,6121,primary,1,27,4,x
54,rotational,6378,6123,primary,2,27,4,x
55,rotational,6379,6015,primary,1,28,4,x
56,rotational,6380,6122,primary,2,28,4,x
57,rotational,6381,6016,primary,1,29,5,x
58,rotational,6382,6124,primary,2,29,5,x
59,rotational,6383,6125,primary,1,30,5,x
60,rotational,6384,6127,primary,2,30,5,x
61,rotational,6385,6017,primary,1,31,5,x
62,rotational,6386,6126,primary,2,31,5,x
63,rotational,6387,6128,primary,1,32,5,x
64,rotational,6388,6130,primary,2,32,5,x
65,rotational,6389,6018,primary,1,33,5,x
66,rotational,6390,6129,primary,2,33,5,x
67,rotational,6391,6131,primary,1,34,5,x
68,rotational,6392,6133,primary,2,34,5,x
69,rotational,6393,6019,primary,1,35,5,x
70,rotational,6394,6132,primary,2,35,5,x
71,rotational,6395,6020,primary,1,36,6,x
72,rotational,6396,6134,primary,2,36,6,x
73,rotational,6397,6135,primary,1,37,6,x
74,rotational,6398,6137,primary,2,37,6,x
75,rotational,6399,6021,primary,1,38,6,x
76,rotational,6400,6136,primary,2,38,6,x
77,rotational,6401,6138,primary,1,39,6,x
78,rotational,6402,6140,primary,2,39,6,x
79,rotational,6403,6022,primary,1,40,6,x
80,rotational,6404,6139,primary,2,40,6,x
81,rotational,6405,6141,primary,1,41,6,x
82,rotational,6406,6143,primary,2,41,6,x
83,rotational,6407,6023,primary,1,42,6,x
84,rotational,6408,6142,primary,2,42,6,x
85,rotational,6409,6024,primary,1,43,7,x
86,rotational,6410,6144,primary,2,43,7,x
87,rotational,6411,6145,primary,1,44,7,x
88,rotational,6412,6147,primary,2,44,7,x
89,rotational,6413,6025,primary,1,45,7,x
90,rotational,6414,6146,primary,2,45,7,x
91,rotational,6415,6148,primary,1,46,7,x
92,rotational,6416,6150,primary,2,46,7,x
93,rotational,6417,6026,primary,1,47,7,x
94,rotational,6418,6149,primary,2,47,7,x
95,rotational,6419,6151,primary,1,48,7,x
96,rotational,6420,6153,primary,2,48,7,x
97,rotational,6421,6027,primary,1,49,7,x
98,rotational,6422,6152,primary,2,49,7,x
99,rotational,6423,6028,primary,1,50,8,x
100,rotational,6424,6154,primary,2,50,8,x
101,rotational,6425,6155,primary,1,51,8,x
102,rotational,6426,6157,primary,2,51,8,x
103,rotational,6427,6029,primary,1,52,8,x
104,rotational,6428,6156,primary,2,52,8,x
105,rotational,6429,6158,primary,1,53,8,x
106,rotational,6430,6160,primary,2,53,8,x
107,rotational,6431,6030,primary,1,54,8,x
108,rotational,6432,6159,primary,2,54,8,x
109,rotational,6433,6161,primary,1,55,8,x
110,rotational,6434,6163,primary,2,55,8,x
111,rotational,6435,6031,primary,1,56,8,x
112,rotational,6436,6162,primary,2,56,8,x
113,rotational,6437,6032,primary,1,57,9,x
114,rotational,6438,6164,primary,2,57,9,x
115,rotational,6439,6165,primary,1,58,9,x
116,rotational,6440,6167,primary,2,58,9,x
117,rotational,6441,6033,primary,1,59,9,x
118,rotational,6442,6166,primary,2,59,9,x
119,rotational,6443,6168,primary,1,60,9,x
120,rotational,6444,6170,primary,2,60,9,x
121,rotational,6445,6034,primary,1,61,9,x
122,rotational,6446,6169,primary,2,61,9,x
123,rotational,6447,6171,primary,1,62,9,x
124,rotational,6448,6173,primary,2,62,9,x
125,rotational,6449,6035,primary,1,63,9,x
126,rotational,6450,6172,primary,2,63,9,x
127,rotational,6451,6036,primary,1,64,10,x
128,rotational,6452,6174,primary,2,64,10,x
129,rotational,6453,6175,primary,1,65,10,x
130,rotational,6454,6177,primary,2,65,10,x
131,rotational,6455,6037,primary,1,66,10,x
132,rotational,6456,6176,primary,2,66,10,x
133,rotational,6457,6178,primary,1,67,10,x
134,rotational,6458,6180,primary,2,67,10,x
135,rotational,6459,6038,primary,1,68,10,x
136,rotational,6460,6179,primary,2,68,10,x
137,rotational,6461,6181,primary,1,69,10,x
138,rotational,6462,6183,primary,2,69,10,x
139,rotational,6463,6039,primary,1,70,10,x
140,rotational,6464,6182,primary,2,70,10,x
141,rotational,6465,6040,primary,1,71,11,x
142,rotational,6466,6184,primary,2,71,11,x
143,rotational,6467,6185,primary,1,72,11,x
144,rotational,6468,6187,primary,2,72,11,x
145,rotational,6469,6041,primary,1,73,11,x
146,rotational,6470,6186,primary,2,73,11,x
147,rotational,6471,6188,primary,1,74,11,x
148,rotational,6472,6190,primary,2,74,11,x
149,rotational,6473,6042,primary,1,75,11,x
150,rotational,6474,6189,primary,2,75,11,x
151,rotational,6475,6191,primary,1,76,11,x
152,rotational,6476,6193,primary,2,76,11,x
153,rotational,6477,6043,primary,1,77,11,x
154,rotational,6478,6192,primary,2,77,11,x
155,rotational,6479,6044,primary,1,78,12,x
156,rotational,6480,6194,primary,2,78,12,x
157,rotational,6481,6195,primary,1,79,12,x
158,rotational,6482,6197,primary,2,79,12,x
159,rotational,6483,6045,primary,1,80,12,x
160,rotational,6484,6196,primary,2,80,12,x
161,rotational,6485,6198,primary,1,81,12,x
162,rotational,6486,6200,primary,2,81,12,x
163,rotational,6487,6046,primary,1,82,12,x
164,rotational,6488,6199,primary,2,82,12,x
165,rotational,6489,6201,primary,1,83,12,x
166,rotational,6490,6203,primary,2,83,12,x
167,rotational,6491,6047,primary,1,84,12,x
168,rotational,6492,6202,primary,2,84,12,x
169,rotational,6493,6048,primary,1,85,13,x
170,rotational,6494,6204,primary,2,85,13,x
171,rotational,6495,6205,primary,1,86,13,x
172,rotational,6496,6207,primary,2,86,13,x
173,rotational,6497,6049,primary,1,87,13,x
174,rotational,6498,6206,primary,2,87,13,x
175,rotational,6499,6208,primary,1,88,13,x
176,rotational,6500,6210,primary,2,88,13,x
177,rotational,6501,6050,primary,1,89,13,x
178,rotational,6502,6209,primary,2,89,13,x
179,rotational,6503,6211,primary,1,90,13,x
180,rotational,6504,6213,primary,2,90,13,x
181,rotational,6505,6051,primary,1,91,13,x
182,rotational,6506,6212,primary,2,91,13,x
183,rotational,6507,6052,primary,1,92,14,x
184,rotational,6508,6214,primary,2,92,14,x
185,rotational,6509,6215,primary,1,93,14,x
186,rotational,6510,6217,primary,2,93,14,x
187,rotational,6511,6053,primary,1,94,14,x
188,rotational,6512,6216,primary,2,94,14,x
189,rotational,6513,6218,primary,1,95,14,x
190,rotational,6514,6220,primary,2,95,14,x
191,rotational,6515,6054,primary,1,96,14,x
192,rotational,6516,6219,primary,2,96,14,x
193,rotational,6517,6221,primary,1,97,14,x
194,rotational,6518,6223,primary,2,97,14,x
195,rotational,6519,6055,primary,1,98,14,x
196,rotational,6520,6222,primary,2,98,14,x
197,rotational,6521,6056,primary,1,99,15,x
198,rotational,6522,6224,primary,2,99,15,x
199,rotational,6523,6225,primary,1,100,15,x
200,rotational,6524,6227,primary,2,100,15,x
201,rotational,6525,6057,primary,1,101,15,x
202,rotational,6526,6226,primary,2,101,15,x
203,rotational,6527,6228,primary,1,102,15,x
204,rotational,6528,6230,primary,2,102,15,x
205,rotational,6529,6058,primary,1,103,15,x
206,rotational,6530,6229,primary,2,103,15,x
207,rotational,6531,6231,primary,1,104,15,x
208,rotational,6532,6233,primary,2,104,15,x
209,rotational,6533,6059,primary,1,105,15,x
210,rotational,6534,6232,primary,2,105,15,x
211,rotational,6535,6060,primary,1,106,16,x
212,rotational,6536,6234,primary,2,106,16,x
213,rotational,6537,6235,primary,1,107,16,x
214,rotational,6538,6237,primary,2,107,16,x
215,rotational,6539,6061,primary,1,108,16,x
216,rotational,6540,6236,primary,2,108,16,x
217,rotational,6541,6238,primary,1,109,16,x
218,rotational,6542,6240,primary,2,109,16,x
219,rotational,6543,6062,primary,1,110,16,x
220,rotational,6544,6239,primary,2,110,16,x
221,rotational,6545,6241,primary,1,111,16,x
222,rotational,6546,6243,primary,2,111,16,x
223,rotational,6547,6063,primary,1,112,16,x
224,rotational,6548,6242,primary,2,112,16,x
225,rotational,6549,6064,primary,1,113,17,x
226,rotational,6550,6244,primary,2,113,17,x
227,rotational,6551,6245,primary,1,114,17,x
228,rotational,6552,6247,primary,2,114,17,x
229,rotational,6553,6065,primary,1,115,17,x
230,rotational,6554,6246,primary,2,115,17,x
231,rotational,6555,6248,primary,1,116,17,x
232,rotational,6556,6250,primary,2,116,17,x
233,rotational,6557,6066,primary,1,117,17,x
234,rotational,6558,6249,primary,2,117,17,x
235,rotational,6559,6251,primary,1,118,17,x
236,rotational,6560,6253,primary,2,118,17,x
237,rotational,6561,6067,primary,1,119,17,x
238,rotational,6562,6252,primary,2,119,17,x
239,rotational,6563,6068,primary,1,120,18,x
240,rotational,6564,6254,primary,2,120,18,x
241,rotational,6565,6255,primary,1,121,18,x
242,rotational,6566,6257,primary,2,121,18,x
243,rotational,6567,6069,primary,1,122,18,x
244,rotational,6568,6256,primary,2,122,18,x
245,rotational,6569,6258,primary,1,123,18,x
246,rotational,6570,6260,primary,2,123,18,x
247,rotational,6571,6070,primary,1,124,18,x
248,rotational,6572,6259,primary,2,124,18,x
249,rotational,6573,6261,primary,1,125,18,x
250,rotational,6574,6263,primary,2,125,18,x
251,rotational,6575,6071,primary,1,126,18,x
252,rotational,6576,6262,primary,2,126,18,x
253,rotational,6577,6072,primary,1,127,19,x
254,rotational,6578,6264,primary,2,127,19,x
255,rotational,6579,6265,primary,1,128,19,x
256,rotational,6580,6267,primary,2,128,19,x
257,rotational,6581,6073,primary,1,129,19,x
258,rotational,6582,6266,primary,2,129,19,x
259,rotational,6583,6268,primary,1,130,19,x
260,rotational,6584,6270,primary,2,130,19,x
261,rotational,6585,6074,primary,1,131,19,x
262,rotational,6586,6269,primary,2,131,19,x
263,rotational,6587,6271,primary,1,132,19,x
264,rotational,6588,6273,primary,2,132,19,x
265,rotational,6589,6075,primary,1,133,19,x
266,rotational,6590,6272,primary,2,133,19,x
267,rotational,6591,6076,primary,1,134,20,x
268,rotational,6592,6274,primary,2,134,20,x
269,rotational,6593,6275,primary,1,135,20,x
270,rotational,6594,6277,primary,2,135,20,x
271,rotational,6595,6077,primary,1,136,20,x
272,rotational,6596,6276,primary,2,136,20,x
273,rotational,6597,6278,primary,1,137,20,x
274,rotational,6598,6280,primary,2,137,20,x
275,rotational,6599,6078,primary,1,138,20,x
276,rotational,6600,6279,primary,2,138,20,x
277,rotational,6601,6281,primary,1,139,20,x
278,rotational,6602,6283,primary,2,139,20,x
279,rotational,6603,6079,primary,1,140,20,x
280,rotational,6604,6282,primary,2,140,20,x
