id,x,y,z,mass,record_disp,record_accel,story,on_slab,primary_story,fix
6000,0,0,0,0,1,1,0,1,0,[111111]
6001,0,180,0,295.336787564767,1,1,1,1,1,[000000]
6002,240,180,0,590.673575129534,1,1,1,1,0,[000000]
6003,240,0,0,0,1,1,0,1,0,[111111]
6004,480,180,0,590.673575129534,1,1,1,1,0,[000000]
6005,480,0,0,0,1,1,0,1,0,[111111]
6006,720,180,0,295.336787564767,1,1,1,1,0,[000000]
6007,720,0,0,0,1,1,0,1,0,[111111]
6008,0,336,0,295.336787564767,1,1,2,1,1,[000000]
6009,240,336,0,590.673575129534,1,1,2,1,0,[000000]
6010,480,336,0,590.673575129534,1,1,2,1,0,[000000]
6011,720,336,0,295.336787564767,1,1,2,1,0,[000000]
6012,0,492,0,295.336787564767,1,1,3,1,1,[000000]
6013,240,492,0,590.673575129534,1,1,3,1,0,[000000]
6014,480,492,0,590.673575129534,1,1,3,1,0,[000000]
6015,720,492,0,295.336787564767,1,1,3,1,0,[000000]
6016,0,648,0,295.336787564767,1,1,4,1,1,[000000]
6017,240,648,0,590.673575129534,1,1,4,1,0,[000000]
6018,480,648,0,590.673575129534,1,1,4,1,0,[000000]
6019,720,648,0,295.336787564767,1,1,4,1,0,[000000]
6020,0,804,0,295.336787564767,1,1,5,1,1,[000000]
6021,240,804,0,590.673575129534,1,1,5,1,0,[000000]
6022,480,804,0,590.673575129534,1,1,5,1,0,[000000]
6023,720,804,0,295.336787564767,1,1,5,1,0,[000000]
6024,0,960,0,295.336787564767,1,1,6,1,1,[000000]
6025,240,960,0,590.673575129534,1,1,6,1,0,[000000]
6026,480,960,0,590.673575129534,1,1,6,1,0,[000000]
6027,720,960,0,295.336787564767,1,1,6,1,0,[000000]
6028,0,1116,0,295.336787564767,1,1,7,1,1,[000000]
6029,240,1116,0,590.673575129534,1,1,7,1,0,[000000]
6030,480,1116,0,590.673575129534,1,1,7,1,0,[000000]
6031,720,1116,0,295.336787564767,1,1,7,1,0,[000000]
6032,0,1272,0,295.336787564767,1,1,8,1,1,[000000]
6033,240,1272,0,590.673575129534,1,1,8,1,0,[000000]
6034,480,1272,0,590.673575129534,1,1,8,1,0,[000000]
6035,720,1272,0,295.336787564767,1,1,8,1,0,[000000]
6036,0,1428,0,295.336787564767,1,1,9,1,1,[000000]
6037,240,1428,0,590.673575129534,1,1,9,1,0,[000000]
6038,480,1428,0,590.673575129534,1,1,9,1,0,[000000]
6039,720,1428,0,295.336787564767,1,1,9,1,0,[000000]
6040,0,1584,0,295.336787564767,1,1,10,1,1,[000000]
6041,240,1584,0,590.673575129534,1,1,10,1,0,[000000]
6042,480,1584,0,590.673575129534,1,1,10,1,0,[000000]
6043,720,1584,0,295.336787564767,1,1,10,1,0,[000000]
6044,0,1740,0,295.336787564767,1,1,11,1,1,[000000]
6045,240,1740,0,590.673575129534,1,1,11,1,0,[000000]
6046,480,1740,0,590.673575129534,1,1,11,1,0,[000000]
6047,720,1740,0,295.336787564767,1,1,11,1,0,[000000]
6048,0,1896,0,295.336787564767,1,1,12,1,1,[000000]
6049,240,1896,0,590.673575129534,1,1,12,1,0,[000000]
6050,480,1896,0,590.673575129534,1,1,12,1,0,[000000]
6051,720,1896,0,295.336787564767,1,1,12,1,0,[000000]
6052,0,2052,0,295.336787564767,1,1,13,1,1,[000000]
6053,240,2052,0,590.673575129534,1,1,13,1,0,[000000]
6054,480,2052,0,590.673575129534,1,1,13,1,0,[000000]
6055,720,2052,0,295.336787564767,1,1,13,1,0,[000000]
6056,0,2208,0,295.336787564767,1,1,14,1,1,[000000]
6057,240,2208,0,590.673575129534,1,1,14,1,0,[000000]
6058,480,2208,0,590.673575129534,1,1,14,1,0,[000000]
6059,720,2208,0,295.336787564767,1,1,14,1,0,[000000]
6060,0,2364,0,295.336787564767,1,1,15,1,1,[000000]
6061,240,2364,0,590.673575129534,1,1,15,1,0,[000000]
6062,480,2364,0,590.673575129534,1,1,15,1,0,[000000]
6063,720,2364,0,295.336787564767,1,1,15,1,0,[000000]
6064,0,2520,0,295.336787564767,1,1,16,1,1,[000000]
6065,240,2520,0,590.673575129534,1,1,16,1,0,[000000]
6066,480,2520,0,590.673575129534,1,1,16,1,0,[000000]
6067,720,2520,0,295.336787564767,1,1,16,1,0,[000000]
6068,0,2676,0,295.336787564767,1,1,17,1,1,[000000]
6069,240,2676,0,590.673575129534,1,1,17,1,0,[000000]
6070,480,2676,0,590.673575129534,1,1,17,1,0,[000000]
6071,720,2676,0,295.336787564767,1,1,17,1,0,[000000]
6072,0,2832,0,295.336787564767,1,1,18,1,1,[000000]
6073,240,2832,0,590.673575129534,1,1,18,1,0,[000000]
6074,480,2832,0,590.673575129534,1,1,18,1,0,[000000]
6075,720,2832,0,295.336787564767,1,1,18,1,0,[000000]
6076,0,2988,0,295.336787564767,1,1,19,1,1,[000000]
6077,240,2988,0,590.673575129534,1,1,19,1,0,[000000]
6078,480,2988,0,590.673575129534,1,1,19,1,0,[000000]
6079,720,2988,0,295.336787564767,1,1,19,1,0,[000000]
6080,0,3144,0,229.274611398964,1,1,20,1,1,[000000]
6081,240,3144,0,458.549222797927,1,1,20,1,0,[000000]
6082,480,3144,0,458.549222797927,1,1,20,1,0,[000000]
6083,720,3144,0,229.274611398964,1,1,20,1,0,[000000]
6084,0,132,0,0,0,0,0,0,0,[000000]
6085,21,156,0,0,0,0,0,0,0,[000000]
6086,240,132,0,0,0,0,0,0,0,[000000]
6087,219,156,0,0,0,0,0,0,0,[000000]
6088,261,156,0,0,0,0,0,0,0,[000000]
6089,480,132,0,0,0,0,0,0,0,[000000]
6090,459,156,0,0,0,0,0,0,0,[000000]
6091,501,156,0,0,0,0,0,0,0,[000000]
6092,720,132,0,0,0,0,0,0,0,[000000]
6093,699,156,0,0,0,0,0,0,0,[000000]
6094,0,288,0,0,0,0,0,0,0,[000000]
6095,21,312,0,0,0,0,0,0,0,[000000]
6096,240,288,0,0,0,0,0,0,0,[000000]
6097,219,312,0,0,0,0,0,0,0,[000000]
6098,261,312,0,0,0,0,0,0,0,[000000]
6099,480,288,0,0,0,0,0,0,0,[000000]
6100,459,312,0,0,0,0,0,0,0,[000000]
6101,501,312,0,0,0,0,0,0,0,[000000]
6102,720,288,0,0,0,0,0,0,0,[000000]
6103,699,312,0,0,0,0,0,0,0,[000000]
6104,0,444,0,0,0,0,0,0,0,[000000]
6105,21,468,0,0,0,0,0,0,0,[000000]
6106,240,444,0,0,0,0,0,0,0,[000000]
6107,219,468,0,0,0,0,0,0,0,[000000]
6108,261,468,0,0,0,0,0,0,0,[000000]
6109,480,444,0,0,0,0,0,0,0,[000000]
6110,459,468,0,0,0,0,0,0,0,[000000]
6111,501,468,0,0,0,0,0,0,0,[000000]
6112,720,444,0,0,0,0,0,0,0,[000000]
6113,699,468,0,0,0,0,0,0,0,[000000]
6114,0,600,0,0,0,0,0,0,0,[000000]
6115,21,624,0,0,0,0,0,0,0,[000000]
6116,240,600,0,0,0,0,0,0,0,[000000]
6117,219,624,0,0,0,0,0,0,0,[000000]
6118,261,624,0,0,0,0,0,0,0,[000000]
6119,480,600,0,0,0,0,0,0,0,[000000]
6120,459,624,0,0,0,0,0,0,0,[000000]
6121,501,624,0,0,0,0,0,0,0,[000000]
6122,720,600,0,0,0,0,0,0,0,[000000]
6123,699,624,0,0,0,0,0,0,0,[000000]
6124,0,756,0,0,0,0,0,0,0,[000000]
6125,21,780,0,0,0,0,0,0,0,[000000]
6126,240,756,0,0,0,0,0,0,0,[000000]
6127,219,780,0,0,0,0,0,0,0,[000000]
6128,261,780,0,0,0,0,0,0,0,[000000]
6129,480,756,0,0,0,0,0,0,0,[000000]
6130,459,780,0,0,0,0,0,0,0,[000000]
6131,501,780,0,0,0,0,0,0,0,[000000]
6132,720,756,0,0,0,0,0,0,0,[000000]
6133,699,780,0,0,0,0,0,0,0,[000000]
6134,0,912,0,0,0,0,0,0,0,[000000]
6135,21,936,0,0,0,0,0,0,0,[000000]
6136,240,912,0,0,0,0,0,0,0,[000000]
6137,219,936,0,0,0,0,0,0,0,[000000]
6138,261,936,0,0,0,0,0,0,0,[000000]
6139,480,912,0,0,0,0,0,0,0,[000000]
6140,459,936,0,0,0,0,0,0,0,[000000]
6141,501,936,0,0,0,0,0,0,0,[000000]
6142,720,912,0,0,0,0,0,0,0,[000000]
6143,699,936,0,0,0,0,0,0,0,[000000]
6144,0,1068,0,0,0,0,0,0,0,[000000]
6145,21,1092,0,0,0,0,0,0,0,[000000]
6146,240,1068,0,0,0,0,0,0,0,[000000]
6147,219,1092,0,0,0,0,0,0,0,[000000]
6148,261,1092,0,0,0,0,0,0,0,[000000]
6149,480,1068,0,0,0,0,0,0,0,[000000]
6150,459,1092,0,0,0,0,0,0,0,[000000]
6151,501,1092,0,0,0,0,0,0,0,[000000]
6152,720,1068,0,0,0,0,0,0,0,[000000]
6153,699,1092,0,0,0,0,0,0,0,[000000]
6154,0,1224,0,0,0,0,0,0,0,[000000]
6155,21,1248,0,0,0,0,0,0,0,[000000]
6156,240,1224,0,0,0,0,0,0,0,[000000]
6157,219,1248,0,0,0,0,0,0,0,[000000]
6158,261,1248,0,0,0,0,0,0,0,[000000]
6159,480,1224,0,0,0,0,0,0,0,[000000]
6160,459,1248,0,0,0,0,0,0,0,[000000]
6161,501,1248,0,0,0,0,0,0,0,[000000]
6162,720,1224,0,0,0,0,0,0,0,[000000]
6163,699,1248,0,0,0,0,0,0,0,[000000]
6164,0,1380,0,0,0,0,0,0,0,[000000]
6165,21,1404,0,0,0,0,0,0,0,[000000]
6166,240,1380,0,0,0,0,0,0,0,[000000]
6167,219,1404,0,0,0,0,0,0,0,[000000]
6168,261,1404,0,0,0,0,0,0,0,[000000]
6169,480,1380,0,0,0,0,0,0,0,[000000]
6170,459,1404,0,0,0,0,0,0,0,[000000]
6171,501,1404,0,0,0,0,0,0,0,[000000]
6172,720,1380,0,0,0,0,0,0,0,[000000]
6173,699,1404,0,0,0,0,0,0,0,[000000]
6174,0,1536,0,0,0,0,0,0,0,[000000]
6175,21,1560,0,0,0,0,0,0,0,[000000]
6176,240,1536,0,0,0,0,0,0,0,[000000]
6177,219,1560,0,0,0,0,0,0,0,[000000]
6178,261,1560,0,0,0,0,0,0,0,[000000]
6179,480,1536,0,0,0,0,0,0,0,[000000]
6180,459,1560,0,0,0,0,0,0,0,[000000]
6181,501,1560,0,0,0,0,0,0,0,[000000]
6182,720,1536,0,0,0,0,0,0,0,[000000]
6183,699,1560,0,0,0,0,0,0,0,[000000]
6184,0,1692,0,0,0,0,0,0,0,[000000]
6185,21,1716,0,0,0,0,0,0,0,[000000]
6186,240,1692,0,0,0,0,0,0,0,[000000]
6187,219,1716,0,0,0,0,0,0,0,[000000]
6188,261,1716,0,0,0,0,0,0,0,[000000]
6189,480,1692,0,0,0,0,0,0,0,[000000]
6190,459,1716,0,0,0,0,0,0,0,[000000]
6191,501,1716,0,0,0,0,0,0,0,[000000]
6192,720,1692,0,0,0,0,0,0,0,[000000]
6193,699,1716,0,0,0,0,0,0,0,[000000]
6194,0,1848,0,0,0,0,0,0,0,[000000]
6195,21,1872,0,0,0,0,0,0,0,[000000]
6196,240,1848,0,0,0,0,0,0,0,[000000]
6197,219,1872,0,0,0,0,0,0,0,[000000]
6198,261,1872,0,0,0,0,0,0,0,[000000]
6199,480,1848,0,0,0,0,0,0,0,[000000]
6200,459,1872,0,0,0,0,0,0,0,[000000]
6201,501,1872,0,0,0,0,0,0,0,[000000]
6202,720,1848,0,0,0,0,0,0,0,[000000]
6203,699,1872,0,0,0,0,0,0,0,[000000]
6204,0,2010,0,0,0,0,0,0,0,[000000]
6205,21,2031,0,0,0,0,0,0,0,[000000]
6206,240,2010,0,0,0,0,0,0,0,[000000]
6207,219,2031,0,0,0,0,0,0,0,[000000]
6208,261,2031,0,0,0,0,0,0,0,[000000]
6209,480,2010,0,0,0,0,0,0,0,[000000]
6210,459,2031,0,0,0,0,0,0,0,[000000]
6211,501,2031,0,0,0,0,0,0,0,[000000]
6212,720,2010,0,0,0,0,0,0,0,[000000]
6213,699,2031,0,0,0,0,0,0,0,[000000]
6214,0,2166,0,0,0,0,0,0,0,[000000]
6215,21,2187,0,0,0,0,0,0,0,[000000]
6216,240,2166,0,0,0,0,0,0,0,[000000]
6217,219,2187,0,0,0,0,0,0,0,[000000]
6218,261,2187,0,0,0,0,0,0,0,[000000]
6219,480,2166,0,0,0,0,0,0,0,[000000]
6220,459,2187,0,0,0,0,0,0,0,[000000]
6221,501,2187,0,0,0,0,0,0,0,[000000]
6222,720,2166,0,0,0,0,0,0,0,[000000]
6223,699,2187,0,0,0,0,0,0,0,[000000]
6224,0,2322,0,0,0,0,0,0,0,[000000]
6225,21,2343,0,0,0,0,0,0,0,[000000]
6226,240,2322,0,0,0,0,0,0,0,[000000]
6227,219,2343,0,0,0,0,0,0,0,[000000]
6228,261,2343,0,0,0,0,0,0,0,[000000]
6229,480,2322,0,0,0,0,0,0,0,[000000]
6230,459,2343,0,0,0,0,0,0,0,[000000]
6231,501,2343,0,0,0,0,0,0,0,[000000]
6232,720,2322,0,0,0,0,0,0,0,[000000]
6233,699,2343,0,0,0,0,0,0,0,[000000]
6234,0,2478,0,0,0,0,0,0,0,[000000]
6235,21,2499,0,0,0,0,0,0,0,[000000]
6236,240,2478,0,0,0,0,0,0,0,[000000]
6237,219,2499,0,0,0,0,0,0,0,[000000]
6238,261,2499,0,0,0,0,0,0,0,[000000]
6239,480,2478,0,0,0,0,0,0,0,[000000]
6240,459,2499,0,0,0,0,0,0,0,[000000]
6241,501,2499,0,0,0,0,0,0,0,[000000]
6242,720,2478,0,0,0,0,0,0,0,[000000]
6243,699,2499,0,0,0,0,0,0,0,[000000]
6244,0,2640,0,0,0,0,0,0,0,[000000]
6245,18,2658,0,0,0,0,0,0,0,[000000]
6246,240,2640,0,0,0,0,0,0,0,[000000]
6247,222,2658,0,0,0,0,0,0,0,[000000]
6248,258,2658,0,0,0,0,0,0,0,[000000]
6249,480,2640,0,0,0,0,0,0,0,[000000]
6250,462,2658,0,0,0,0,0,0,0,[000000]
6251,498,2658,0,0,0,0,0,0,0,[000000]
6252,720,2640,0,0,0,0,0,0,0,[000000]
6253,702,2658,0,0,0,0,0,0,0,[000000]
6254,0,2796,0,0,0,0,0,0,0,[000000]
6255,18,2814,0,0,0,0,0,0,0,[000000]
6256,240,2796,0,0,0,0,0,0,0,[000000]
6257,222,2814,0,0,0,0,0,0,0,[000000]
6258,258,2814,0,0,0,0,0,0,0,[000000]
6259,480,2796,0,0,0,0,0,0,0,[000000]
6260,462,2814,0,0,0,0,0,0,0,[000000]
6261,498,2814,0,0,0,0,0,0,0,[000000]
6262,720,2796,0,0,0,0,0,0,0,[000000]
6263,702,2814,0,0,0,0,0,0,0,[000000]
6264,0,2952,0,0,0,0,0,0,0,[000000]
6265,18,2970,0,0,0,0,0,0,0,[000000]
6266,240,2952,0,0,0,0,0,0,0,[000000]
6267,222,2970,0,0,0,0,0,0,0,[000000]
6268,258,2970,0,0,0,0,0,0,0,[000000]
6269,480,2952,0,0,0,0,0,0,0,[000000]
6270,462,2970,0,0,0,0,0,0,0,[000000]
6271,498,2970,0,0,0,0,0,0,0,[000000]
6272,720,2952,0,0,0,0,0,0,0,[000000]
6273,702,2970,0,0,0,0,0,0,0,[000000]
6274,0,3108,0,0,0,0,0,0,0,[000000]
6275,18,3126,0,0,0,0,0,0,0,[000000]
6276,240,3108,0,0,0,0,0,0,0,[000000]
6277,222,3126,0,0,0,0,0,0,0,[000000]
6278,258,3126,0,0,0,0,0,0,0,[000000]
6279,480,3108,0,0,0,0,0,0,0,[000000]
6280,462,3126,0,0,0,0,0,0,0,[000000]
6281,498,3126,0,0,0,0,0,0,0,[000000]
6282,720,3108,0,0,0,0,0,0,0,[000000]
6283,702,3126,0,0,0,0,0,0,0,[000000]
